docking_folder,PLANTS,rDock,smina,SMILES,pic50
5sel_947,-96.8436,-75.9367,-10.09337,Cc1nc(-c2ccc(Cl)cc2)oc1C(=O)Nc1cc(-c2ccccn2)nn1C,6.014419955644152
5sel_958,-79.3623,-78.4355,-9.00161,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cc(-c2ccccc2Cl)n[nH]1,5.888166757550813
5sel_979,-85.5714,-76.5854,-8.02497,Cc1ncoc1C(=O)Nc1cc(-c2ccccn2)nn1C,5.573728398672015
5sel_985,-81.1675,-73.0836,-7.45731,CCCCc1cc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)[nH]n1,5.309910468135836
5sel_991,-84.7348,-75.5691,-8.48298,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cc(C2CCCCC2)n[nH]1,5.025206636838113
5sel_994,-74.0817,-80.9277,-7.96667,Cc1ncn(-c2ccccc2)c1C(=O)Nc1cc(-c2ccccn2)nn1C,5.667199913281962
5sem_15,-122.531,-71.7089,-10.83266,Cc1c(C(F)F)nc2ccc(CCc3nc(-c4ccccc4)cn3C)nn12,8.251664534658605
5sem_226,-81.3181,-73.1073,-10.35798,Cc1c(C(F)(F)F)nc2ccc(OCc3nc(N4CCCC4)nn3C)nn12,6.537345993584396
5sem_25,-121.022,-69.1584,-10.89596,Cn1cc(-c2ccccc2)nc1CCc1ccc2nc(C(F)(F)F)cn2n1,7.081953928192857
5sem_4,-126.854,-80.023,-11.37583,CNC(=O)c1cc(CCc2nc(-c3ccccn3)cn2C)nn2c(C)c(C(F)(F)F)nc12,8.096503243158946
5sem_9,-124.476,-80.1897,-11.49505,Cc1cc(CCc2nc(-c3ccccn3)cn2C)nn2c(C)c(C(F)(F)F)nc12,8.42987014300335
5sen_1003,-83.4221,-63.4688,-8.76353,O=C(Nc1cn(-c2ccccn2)cn1)c1nc(C2CC2)ccc1Br,6.362243171472271
5sen_1007,-81.4721,-72.0791,-8.69865,Cc1nc2ccc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)cn2n1,5.428835250209346
5sen_137,-108.402,-78.2905,-10.63981,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cn(-c2ccc3ccccc3n2)cn1,9.15676722190199
5sen_222,-106.394,-82.8501,-10.98837,Cn1ncc(C(=O)N2CCOCC2)c1C(=O)Nc1cn(-c2ccc3ccccc3n2)cn1,8.755228238504705
5sen_414,-102.63,-70.2534,-9.74663,O=C(Nc1ccnc(Cl)c1)c1cn(-c2ccc3ccccc3n2)cn1,6.519433495128965
5sen_627,-93.2321,-74.7172,-9.61386,O=C(Nc1ccnc(Cl)n1)c1cn(-c2ccc3ccccc3n2)cn1,5.910715348726425
5sen_719,-90.0403,-63.752,-9.212,Cn1ncc(C(=O)N2CCOCC2)c1C(=O)Nc1cn(-c2cccc(C(F)(F)F)n2)cn1,5.052509911719697
5sen_802,-88.1019,-65.0265,-8.8514,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cn(-c2cccc(C(F)(F)F)n2)cn1,5.495609479220922
5sen_833,-86.8594,-64.8008,-8.67171,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cn(-c2ccccn2)cn1,7.3419504252863454
5sen_906,-85.5638,-67.8046,-8.57926,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cn(-c2cnccn2)cn1,5.613152668490579
5sen_960,-89.3552,-66.0313,-7.78287,CCOC(=O)c1cnn(C)c1C(=O)Nc1cn(-c2ccccn2)cn1,5.573553318309095
5seo_150,-110.677,-75.5201,-10.0819,O=C1c2ccccc2C(=O)N1CCc1nc(-c2ccccc2)cs1,6.465447218660365
5seo_177,-111.478,-79.3084,-10.29105,O=C1c2ccccc2C(=O)N1CCc1csc(-c2ccccc2)n1,5.598451789735042
5seo_260,-109.611,-75.8236,-10.10826,Cc1[nH]c(-c2cccnc2)nc1CCN1C(=O)c2ccccc2C1=O,5.81239017333364
5seo_292,-108.611,-75.4204,-9.90721,O=C1c2ccccc2C(=O)N1CCc1csc(-c2cccnc2)n1,5.228282544164197
5seo_299,-108.595,-73.2824,-10.19569,O=C1c2ccccc2C(=O)N1CCc1cnc(-c2ccccc2)[nH]1,6.2977676987322875
5seo_332,-108.787,-77.2998,-10.11637,COc1cccc(-c2noc(CCN3C(=O)c4ccccc4C3=O)n2)c1,5.0
5seo_395,-107.223,-75.3243,-10.16063,Cc1[nH]c(-c2ccncc2)nc1CCN1C(=O)c2ccccc2C1=O,4.760424737591141
5seo_490,-100.495,-72.1577,-9.66887,O=C1c2ccccc2C(=O)N1CCc1nc(-c2ccccn2)no1,5.263545887799525
5seo_570,-98.8472,-71.0812,-9.58103,O=C1c2ccccc2C(=O)N1CCc1nc(-c2ccncc2)no1,4.9252040681896
5seo_579,-98.5196,-74.1588,-9.53121,O=C1c2ccccc2C(=O)N1CCc1nc(-c2cccnc2)no1,4.785288737931327
5sep_149,-113.219,-79.7234,-10.2789,Cc1ncc(C)n2nc(CCc3nc(-n4ccccc4=O)cn3C)nc12,6.710857164067666
5sep_200,-106.708,-81.6879,-10.12045,Cc1ncc(C)n2nc(CCc3nc(N4CCCC4=O)cn3C3CC3)nc12,7.563837352959244
5sep_609,-96.3625,-72.4146,-9.31978,Cc1ncc(C)n2nc(CCc3nc(C(=O)N(C)C)cn3C)nc12,5.797368122484532
5sep_675,-96.5832,-70.4209,-9.13932,CNC(=O)c1cn(C)c(CCc2nc3c(C)ncc(C)n3n2)n1,6.640773715598186
5seq_244,-107.324,-88.8887,-10.61277,Cc1ncc(C)n2nc(CCc3nc(N4CCCC4)nn3-c3ccccc3)nc12,9.532218658650784
5seq_475,-105.698,-74.6404,-9.70672,Cc1cc(C)n2nc(CCc3nc(N4CCCC4)nn3C3CC3)nc2n1,8.086186147616283
5seq_500,-96.9864,-76.1566,-8.83654,Cn1nc(N2CCCC2)nc1CCc1nc2cnc(C#N)cn2n1,5.380254464849264
5seq_590,-104.13,-75.9708,-9.77916,Cc1nn2ccc(CCc3nc(N4CCCC4)nn3C)nc2c1C,7.774690718274137
5seq_620,-102.563,-73.1273,-9.28448,Cc1cn2nc(C)c(C)c2nc1CCc1nc(N2CCCC2)nn1C,7.119369307061522
5seq_678,-98.2269,-73.1746,-9.13368,Cc1cn2nc(CCc3nc(N4CCCC4)nn3C)nc2cn1,6.031982416066436
5ser_125,-95.4303,-97.6429,-9.28103,Cn1ncc(C(=O)N(CCO)CCO)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,8.399680670248337
5ser_421,-85.778,-78.4194,-9.82563,CN(C)C(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(-c3ccnc(S(C)(=O)=O)c3)nc2c1,8.055172003656782
5ser_84,-86.3096,-98.0576,-9.45823,Cn1ncc(C(=O)NCCOCCO)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,7.86053022441057
5ses_110,-104.926,-76.6494,-10.29052,CN(C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2c(nc(-c3ccccc3)c2Cl)C1)C1CC1,7.282379418772826
5ses_112,-102.839,-82.2912,-9.62615,COCCN(C)C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3)nc2C1,7.472241247479027
5ses_114,-102.217,-78.9647,-10.33413,Cc1cccc(-c2cn3c(n2)C[C@H](NC(=O)c2c(C(=O)N(C)C4CC4)cnn2C)CC3)c1,8.069254671688887
5ses_133,-103.259,-77.4482,-10.23473,CN(C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3)nc2C1)C1CC1,8.366834646316097
5ses_136,-101.167,-79.6616,-9.73923,CCN(C)C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2cc(-c3cccc(OC)c3)nc2C1,5.76113478208281
5ses_141,-103.597,-79.0165,-10.76471,Cc1cccc(-c2cn3c(n2)C[C@H](NC(=O)c2c(C(=O)N4CCC4)cnn2C)CC3)c1,8.13335827943396
5ses_148,-101.362,-77.9976,-10.24313,COc1cccc(-c2cn3c(n2)C[C@H](NC(=O)c2c(C(=O)N4CCC4)cnn2C)CC3)c1,6.040495448208605
5ses_161,-103.705,-76.0342,-10.69954,Cn1ncc(C(=O)N2CCC2)c1C(=O)N[C@@H]1CCn2cc(-c3cccc(Cl)c3)nc2C1,8.181312336558486
5ses_173,-100.655,-76.4064,-10.69536,Cc1c(-c2ccccc2)nc2n1CC[C@@H](NC(=O)c1c(C(=O)N3CCC3)cnn1C)C2,7.958923280284525
5ses_190,-101.277,-78.2296,-9.56091,CN(CCF)C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3)nc2C1,6.687435639698088
5ses_192,-99.8657,-80.9612,-10.09552,CN(C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3OC(F)F)nc2C1)C1CC1,8.09816040794877
5ses_221,-102.015,-74.3154,-10.22062,CN(C)C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2c(nc(-c3ccccc3)c2Cl)C1,7.522256702214053
5ses_225,-104.002,-75.1849,-10.72439,Cn1ncc(C(=O)N2CCC2)c1C(=O)N[C@@H]1CCn2c(nc(-c3ccccc3)c2Cl)C1,8.157099511149035
5ses_230,-99.6022,-78.2945,-9.8404,COc1cccc(-c2cn3c(n2)C[C@H](NC(=O)c2c(C(=O)N(C)C)cnn2C)CC3)c1,6.578996933615847
5ses_241,-101.197,-74.3964,-10.25128,Cc1cccc(-c2cn3c(n2)C[C@H](NC(=O)c2c(C(=O)N(C)C)cnn2C)CC3)c1,7.473014931440003
5ses_242,-102.15,-82.0744,-10.06143,CCN(C)C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3)nc2C1,7.827484636989227
5ses_248,-101.057,-78.1936,-10.01077,CN(C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3)nc2C1)C1COC1,7.35777297218919
5ses_251,-95.6315,-77.1316,-10.16743,CCOc1ccccc1-c1cn2c(n1)C[C@H](NC(=O)c1c(C(=O)N3CCC3)cnn1C)CC2,8.65816994307949
5ses_253,-98.1739,-74.5497,-10.44088,Cn1ncc(C(=O)N2CCC2)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3OC(F)(F)F)nc2C1,7.3563105001969
5ses_257,-92.2981,-77.8601,-10.0913,Cn1ncc(C(=O)N2CCC2)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3OC(F)F)nc2C1,8.21910689131292
5ses_261,-100.232,-76.0806,-10.58574,Cn1ncc(C(=O)N2CCC2)c1C(=O)N[C@@H]1CCn2cc(-c3ccc(F)cc3)nc2C1,8.343326954115149
5ses_278,-95.3571,-74.4585,-9.91774,COc1ccccc1-c1cn2c(n1)C[C@H](NC(=O)c1c(C(=O)N(C)C3CC3)cnn1C)CC2,7.873511429299626
5ses_302,-106.017,-98.6356,-9.41837,Cn1ncc(C(=O)NC2COC2)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3)nc2C1,6.7404371773854095
5ses_317,-97.1817,-75.1027,-9.83446,CN(C)C(=O)c1cnn(C)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3OC(F)F)nc2C1,7.728855682050922
5ses_330,-96.0083,-73.1242,-10.31295,COc1ccccc1-c1cn2c(n1)C[C@H](NC(=O)c1c(C(=O)N3CCC3)cnn1C)CC2,8.425274416405927
5ses_346,-101.203,-85.2722,-10.80306,Cn1ncc(C(=O)N2CCOCC2)c1C(=O)N[C@@H]1CCn2cc(-c3ccc(F)cc3)nc2C1,5.362920742601818
5ses_351,-89.7117,-75.9275,-9.49008,COc1ccccc1-c1cn2c(n1)C[C@H](NC(=O)c1c(C(=O)N(C)CCF)cnn1C)CC2,6.761743076739697
5ses_362,-94.4059,-76.8636,-9.89376,COc1ccccc1-c1nc2n(c1Cl)CC[C@@H](NC(=O)c1c(C(=O)N3CCC3)cnn1C)C2,6.723997088949777
5ses_379,-94.0786,-76.152,-10.53785,COc1ccccc1-c1cn2c(n1)C[C@H](NC(=O)c1c(C(=O)N3CC(F)C3)cnn1C)CC2,8.355266072552807
5ses_408,-96.5896,-76.7258,-10.30577,Cn1ncc(C(=O)N2CCC2)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3Cl)nc2C1,8.654173214931504
5ses_457,-96.7066,-85.27,-10.59271,Cn1ncc(C(=O)N2CCOCC2)c1C(=O)N[C@@H]1CCn2cc(-c3ccccc3Cl)nc2C1,5.617730743424322
5ses_473,-93.7122,-78.0066,-9.90653,COc1ccccc1-c1cn2c(n1)C[C@H](NC(=O)c1c(C(=O)N(C)C)cnn1C)CC2,8.085603947870213
5ses_495,-93.5793,-75.575,-10.50121,Cc1ccccc1-c1cn2c(n1)C[C@H](NC(=O)c1c(C(=O)N3CCC3)cnn1C)CC2,8.105075022640456
5set_1004,-70.2906,-69.0348,-8.39161,O=C(Nc1ccnn1S(=O)(=O)C(F)(F)F)c1nc(C2CC2)ccc1Nc1cncnc1,7.527404430285258
5set_1033,-66.261,-74.2362,-8.0086,Cn1nccc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,6.982774611380464
5set_360,-83.9912,-88.7678,-9.51111,CN(c1cncnc1)c1ccc(C2CC2)nc1C(=O)Nc1cc(-c2ccccn2)nn1C,5.251955236247186
5set_472,-79.3921,-82.1845,-9.58628,COCc1ccc(Nc2cncnc2)c(C(=O)Nc2cc(-c3ccccn3)nn2C)n1,8.182104242838205
5set_519,-85.0677,-77.9923,-8.73201,CSc1ncc(Nc2cncnc2)c(C(=O)Nc2cc(-c3ccccn3)nn2C)n1,5.865477061348045
5set_737,-96.0671,-89.9674,-9.57901,O=C(Nc1cc(-c2ccccn2)no1)c1nc(C2CC2)ccc1Nc1cncnc1,8.415081776777567
5seu_117,-109.869,-71.8507,-9.98174,Cn1nc(N2CCCC2)nc1CCc1nc2cccc(C(F)(F)F)n2n1,7.247244957529324
5seu_156,-98.205,-69.0921,-9.79459,Cn1nc(N2CCCC2)nc1CCc1nc2cc(C#N)ccn2n1,6.498573729110593
5seu_224,-101.766,-74.0145,-10.50198,Cn1nc(N2CCCC2)nc1CCc1nc2cc(C(F)(F)F)c(F)c(N)n2n1,7.4901122903347055
5seu_320,-98.7504,-68.6512,-10.30655,Cn1nc(N2CCCC2)nc1CCc1nc2cc(C(F)(F)F)ccn2n1,6.480190375563656
5seu_342,-95.9277,-73.9361,-9.52072,Cn1nc(N2CCCC2)nc1CCc1nc2c(C#N)cccn2n1,6.329944424433695
5seu_407,-100.803,-68.7668,-9.61975,Cn1nc(N2CCCC2)nc1CCc1nc2c(F)cc(F)cn2n1,6.2017251231110775
5seu_511,-96.8339,-70.2045,-8.89774,Cn1nc(N2CCCC2)nc1CCc1nc2c(Br)cc(C(F)(F)F)cn2n1,7.437564377261879
5seu_57,-106.22,-69.9853,-10.18729,Cc1c(C#N)ccc2nc(CCc3nc(N4CCCC4)nn3C)nn12,8.45979570015794
5seu_604,-103.942,-70.8303,-8.64306,Cc1c(C#N)cc(C#N)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,7.513867182154296
5sev_289,-103.98,-70.0083,-9.6603,Cn1cc(-c2ccccc2)nc1CCc1cncc(-c2ccn[nH]2)n1,6.512616960731483
5sev_501,-102.544,-72.6387,-8.99052,Cl.Cn1cc(-c2ccccc2)nc1CCc1cncc(N2CCCN2)n1,6.906974263635841
5sex_152,-105.193,-78.6103,-9.56159,CNC(=O)c1cc2[nH]c(-c3ccccc3)nc2cc1NC(=O)c1oc(COCc2ccccc2)nc1C,7.295394827799015
5sex_163,-104.459,-96.7924,-8.93892,CCc1nc(C)c(C(=O)Nc2cc3nc(-c4ccccc4)[nH]c3cc2C(=O)NCC2(CO)COC2)o1,8.138286412428567
5sex_178,-104.514,-81.0182,-9.32786,CCc1nc(C)c(C(=O)Nc2cc3nc(-c4ccccc4)[nH]c3cc2C(=O)NCC2(C)COC2)o1,8.45234834164003
5sex_238,-102.876,-80.731,-9.18036,CNC(=O)c1cc2[nH]c(-c3ccccc3)nc2cc1NC(=O)c1oc(CO)nc1C,6.12582792324045
5sex_243,-101.044,-80.7933,-9.74053,Nc1ccc(C2CC2)nc1C(=O)Nc1cc2nc(-c3ccccc3)[nH]c2cc1C(=O)NC1COC1,7.944851110110605
5sex_303,-97.1219,-84.1761,-8.86966,COCCNC(=O)c1cc2[nH]c(-c3ccccc3)nc2cc1NC(=O)c1cc(Br)c[nH]c1=O,8.1444808443322
5sex_306,-97.6352,-84.8912,-8.43393,COCCNC(=O)c1cc2[nH]c(-c3ccccc3)nc2cc1NC(=O)c1ccnnc1,7.462571315976491
5sex_349,-87.8254,-83.4236,-9.2256,COCCNC(=O)c1cc2[nH]c(-c3ccccc3)nc2cc1NC(=O)c1cc(C2CC2)cnc1OC,9.183758700008216
5sex_424,-97.7712,-79.7128,-9.13297,CCc1nc(C)c(C(=O)Nc2cc3nc(-c4ccccc4)[nH]c3cc2C(=O)O)o1,5.873336201953369
5sex_466,-98.2573,-77.76,-9.18926,CNC(=O)c1cc2[nH]c(-c3ccccc3)nc2cc1NC(=O)c1ccnnc1,7.6312112231588864
5sex_557,-94.5631,-71.356,-8.89472,CNC(=O)c1cc2[nH]c(-c3ccccc3)nc2cc1NC(=O)c1cc(C)on1,6.72146588750294
5sez_385,-99.959,-70.6619,-9.75472,O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1cncc(Cl)c1,7.148472594399748
5sez_454,-98.8751,-74.1673,-9.6835,O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1cc(Cl)ccn1,7.1181818358695645
5sez_86,-102.756,-83.8292,-11.30924,O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1cc(Cl)nc(N2CCCCC2)c1,7.281133092709693
5sf0_1032,-88.1773,-82.8309,-8.25401,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1nnc(-c2ccccn2)o1,5.0
5sf0_1133,-80.7223,-71.6349,-8.25924,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccc2cc(-c3ccccc3)nn2n1,8.089322245257295
5sf0_664,-87.5758,-77.3743,-9.10767,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cc(-c2ccccn2)n[nH]1,8.080974235412638
5sf0_876,-81.4582,-79.0352,-8.82543,CCOc1ccccc1C(=O)Nc1cc(-c2ccccn2)n[nH]1,5.828574878683779
5sf0_941,-55.8091,-87.3642,-8.84512,Cn1nc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)cc1C(=O)N1CCCCC1,5.0
5sf1_106,-116.862,-71.3887,-11.53267,Cc1c(C(F)(F)F)nc2ccc(C#Cc3nc(-c4ccccc4)cn3C)nn12,8.726767165956954
5sf1_138,-112.41,-79.1409,-11.22777,Cc1cc(C#Cc2nc(N3CCCC3)nn2C)nn2c(C)c(C(F)(F)F)nc12,9.192464971931146
5sf1_155,-112.528,-73.7036,-10.50835,Cc1c(C(F)F)nc2ccc(C#Cc3nc(N4CCCC4)nn3C)nn12,8.32403845035783
5sf1_164,-113.513,-71.469,-11.09616,Cn1cc(-c2ccccc2)nc1C#Cc1ccc2nc(C(F)(F)F)cn2n1,7.921253265726392
5sf1_389,-70.7346,-82.5042,-10.60223,Cc1c(C(F)(F)F)nc2ccc(C#Cc3nc(N4CCCC4)n(C)n3)nn12,8.406935568341282
5sf1_79,-114.635,-72.557,-10.96371,Cc1c(C#N)nc2ccc(C#Cc3nc(-c4ccccc4)cn3C)nn12,8.89585444944599
5sf2_1045,-82.3171,-66.7279,-8.31772,O=C(NC1CCN(c2ccccn2)CC1)c1nc(C2CC2)ccc1Nc1cncnc1,6.703561555823828
5sf2_1071,-89.558,-72.6325,-9.24547,CS(=O)(=O)c1ccccc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,7.571201307937037
5sf2_1096,-59.3428,-78.4609,-7.55817,CNC(=O)c1nnsc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,7.601330988789181
5sf2_423,-102.104,-84.6933,-9.56376,O=C(Nc1ccc2[nH]c(-c3ccccc3)nc2c1)c1nc(C2CC2)ccc1Nc1cncnc1,9.622588934495774
5sf2_545,-93.2416,-76.541,-9.97645,O=C(Nc1ccc(-n2ccccc2=O)cc1)c1nc(C2CC2)ccc1Nc1cncnc1,7.694390710433807
5sf2_556,-94.1669,-82.6241,-9.6632,O=C(Nc1ccccc1)c1cccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)c1,8.168258166354361
5sf2_563,-93.4583,-71.5052,-9.46957,C[C@@H](NC(=O)c1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)s1)c1ccccc1,6.494010744768352
5sf2_621,-97.271,-80.6832,-8.55179,CNC(=O)c1cc2[nH]c(-c3ccccc3)nc2cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,10.029492878147217
5sf2_686,-89.2567,-78.0715,-9.82456,O=C(Nc1ccc(N2CCOCC2=O)cc1)c1nc(C2CC2)ccc1Nc1cncnc1,7.367542707815275
5sf2_733,-89.0778,-74.7865,-9.65184,O=C(Nc1ccc(N2CCCC2=O)cc1)c1nc(C2CC2)ccc1Nc1cncnc1,7.749043560668105
5sf2_788,-91.6286,-75.3021,-9.58068,O=C1NCc2ccc(NC(=O)c3nc(C4CC4)ccc3Nc3cncnc3)cc21,7.710054483823332
5sf2_790,-78.3524,-82.22,-8.97338,COCc1ccc(Nc2cncnc2)c(C(=O)Nc2cccc(-c3ccn(C)n3)c2)n1,8.273843533827245
5sf2_794,-83.6686,-83.3204,-8.25722,CC(C)c1cc(C(=O)N2CCOCC2)c(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)s1,7.561426009781367
5sf2_809,-92.2593,-76.3385,-8.6443,CNC(=O)Cc1ccccc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,7.272588888157285
5sf2_831,-84.3181,-81.7995,-9.28281,O=C(Nc1cccc(N2CCCC2=O)c1)c1nc(C2CC2)ccc1Nc1cncnc1,7.62982011448724
5sf2_849,-87.9529,-75.9803,-9.74854,CN1C(=O)c2ccc(NC(=O)c3nc(C4CC4)ccc3Nc3cncnc3)cc2C1=O,7.322749022642155
5sf2_923,-89.9659,-75.7356,-8.35254,O=C(N[C@@H]1CCN(c2ccc(Cl)nn2)C1)c1nc(C2CC2)ccc1Nc1cncnc1,7.93979337893265
5sf2_929,-94.4718,-74.6469,-8.82727,O=C(Nc1ccc2cccnc2c1)c1nc(C2CC2)ccc1Nc1cncnc1,8.240558802866301
5sf2_935,-66.8696,-84.759,-9.47116,O=C(Nc1conc1-c1ccccc1)c1nc(C2CC2)ccc1Nc1cncnc1,8.160836317085348
5sf2_945,-89.8271,-74.5941,-8.32493,O=C(Nc1ccc2nccnc2c1)c1nc(C2CC2)ccc1Nc1cncnc1,7.261124350945187
5sf2_953,-59.6808,-89.6423,-8.29575,O=C(Nc1ccc(-c2ccccn2)s1)c1nc(C2CC2)ccc1Nc1cncnc1,8.845070943900685
5sf2_954,-60.1954,-90.0023,-9.83842,O=C(Nc1cc(-c2ccccc2)on1)c1nc(C2CC2)ccc1Nc1cncnc1,5.839861141551539
5sf2_969,-86.573,-68.9284,-8.75281,CNC(=O)c1ccccc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,8.878732267297924
5sf2_974,-83.5295,-74.3577,-8.14382,CC(=O)c1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)s1,7.448379245635826
5sf2_990,-80.0839,-75.3516,-9.27783,O=C(Nc1conc1-c1ccccn1)c1nc(C2CC2)ccc1Nc1cncnc1,7.817442698695087
5sf3_1127,-74.2366,-63.6596,-8.12733,CCCn1ccc(CNC(=O)c2cnn(C)c2C(=O)Nc2ccn3cc(-c4ccccc4)nc3n2)n1,6.139665587605108
5sf3_757,-94.3796,-75.6941,-10.18258,Cn1cc2c(n1)CN(C(=O)c1cnn(C)c1C(=O)Nc1ccn3cc(-c4ccccc4)nc3n1)C2,6.016257826280363
5sf3_759,-108.334,-82.1617,-8.93907,Cn1ncc(C(=O)NCc2nc(C#N)cs2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,6.541374235858507
5sf3_983,-82.8117,-82.5216,-8.22065,Cn1ncc(C(=O)NCc2cc(C3CC3)[nH]n2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,6.519717037024933
5sf3_99,-114.011,-85.3851,-11.10303,Cc1cc(CNC(=O)c2cnn(C)c2C(=O)Nc2ccn3cc(-c4ccccc4)nc3n2)n[nH]1,7.777231520651421
5sf4_104,-103.323,-87.9216,-10.84649,CC(C)(C)n1nc(-c2ccccn2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,7.891671805733814
5sf4_113,-100.91,-81.4199,-10.83258,Cn1nc(-c2ccccn2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,8.491412196610058
5sf4_12,-108.324,-80.7123,-11.637,CN1CCC(n2nc(-c3ccccn3)cc2NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)CC1,8.38184726662148
5sf4_124,-100.699,-80.1823,-11.03982,Cn1nc(-c2ccc(Cl)cn2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,8.499900808084277
5sf4_13,-107.636,-85.1691,-11.69986,O=C(Nc1cc(-c2ccccn2)nn1C1CCCCC1)c1nc(C2CC2)ccc1Nc1cncnc1,8.878768544850377
5sf4_134,-93.6612,-74.6961,-10.88587,Cn1nc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)cc1-c1ccccn1,6.8963570119925155
5sf4_159,-99.1977,-83.3354,-11.08712,Cn1nc(-c2cccc(Cl)n2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,8.557990840859047
5sf4_16,-99.4141,-90.2355,-10.47161,O=C(Nc1cc(-c2ccccn2)nn1CCN1CCOCC1)c1nc(C2CC2)ccc1Nc1cncnc1,8.815024809301738
5sf4_179,-85.0626,-82.7325,-10.32283,CNC(=O)c1nc(-c2ccccn2)sc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,8.865822892423234
5sf4_18,-105.795,-80.4169,-11.12374,O=C(Nc1cc(-c2ccccn2)nn1CCc1ccccc1)c1nc(C2CC2)ccc1Nc1cncnc1,8.308741641866888
5sf4_184,-92.6718,-83.9539,-10.49578,CNC(=O)c1cn2cc(-c3ccccc3)nc2cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,9.649459435662532
5sf4_2,-110.124,-82.7836,-11.09844,Cn1cncc1Cn1nc(-c2ccccn2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,8.819874124835946
5sf4_24,-106.965,-80.235,-11.44317,O=C(Nc1cc(-c2ccccn2)nn1C1CCOCC1)c1nc(C2CC2)ccc1Nc1cncnc1,8.85047298624565
5sf4_259,-86.4259,-86.1493,-10.55628,CNC(=O)c1nc(-c2ccccc2)sc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,5.956384293727137
5sf4_295,-95.9436,-80.528,-10.69297,CCc1ccc(Nc2cncnc2)c(C(=O)Nc2cc(-c3ccccn3)nn2C)n1,8.702677285794698
5sf4_33,-99.2298,-85.585,-10.27962,CN(C)CCn1nc(-c2ccccn2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,8.980468315468745
5sf4_35,-87.5787,-75.9752,-10.59568,CN(C)CCn1nc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)cc1-c1ccccn1,7.622365965752406
